$ 3cnn + l2_loss
acc 0.7946 f1 83.62

$ mtl + 3cnn + batch_norm + l2_loss

Epoch 1, loss 7.96, acc 0.25 0.3533, time 19.75
Epoch 45, loss 0.71, acc 0.96 0.7792, time 21.37
Epoch 46, loss 0.67, acc 0.95 0.7733, time 22.10
Epoch 47, loss 0.72, acc 0.96 0.7729, time 21.41
Epoch 48, loss 0.68, acc 0.96 0.7736, time 21.52
Epoch 49, loss 0.67, acc 0.96 0.7733, time 21.41
Epoch 50, loss 0.69, acc 0.96 0.7685, time 21.54
Epoch 51, loss 0.64, acc 0.96 0.7714, time 21.37
Epoch 52, loss 0.66, acc 0.95 0.7766, time 21.39
Epoch 53, loss 0.64, acc 0.94 0.7755, time 21.47
Epoch 54, loss 0.59, acc 0.98 0.7777, time 21.48
Epoch 55, loss 0.57, acc 0.96 0.7740, time 21.54
Epoch 56, loss 0.54, acc 0.99 0.7762, time 21.51
Epoch 57, loss 0.62, acc 0.96 0.7722, time 21.45
Epoch 58, loss 0.50, acc 0.99 0.7714, time 21.39
Epoch 59, loss 0.52, acc 0.99 0.7718, time 21.40
Epoch 60, loss 0.59, acc 0.98 0.7755, time 21.48
Epoch 61, loss 0.49, acc 0.99 0.7803, time 21.41
Epoch 62, loss 0.60, acc 0.96 0.7725, time 22.16
Epoch 63, loss 0.50, acc 0.97 0.7736, time 21.45
Epoch 64, loss 0.44, acc 1.00 0.7755, time 21.48
Epoch 65, loss 0.47, acc 1.00 0.7784, time 21.33
Epoch 66, loss 0.47, acc 1.00 0.7810, time 21.35
Epoch 67, loss 0.61, acc 0.97 0.7803, time 22.11
Epoch 68, loss 0.44, acc 0.99 0.7810, time 21.43
Epoch 69, loss 0.51, acc 0.99 0.7821, time 21.48
Epoch 70, loss 0.46, acc 0.99 0.7847, time 22.46
Epoch 71, loss 0.42, acc 0.99 0.7851, time 22.48
Epoch 72, loss 0.46, acc 1.00 0.7777, time 22.52
Epoch 73, loss 0.50, acc 0.99 0.7869, time 22.01
Epoch 74, loss 0.39, acc 0.99 0.7862, time 23.36
Epoch 75, loss 0.43, acc 0.99 0.7873, time 22.00
Epoch 76, loss 0.34, acc 0.99 0.7840, time 22.50
Epoch 77, loss 0.41, acc 1.00 0.7854, time 22.04
Epoch 78, loss 0.40, acc 0.99 0.7817, time 21.91
Epoch 79, loss 0.36, acc 1.00 0.7825, time 21.91
Epoch 80, loss 0.35, acc 0.99 0.7799, time 22.06
Epoch 81, loss 0.32, acc 1.00 0.7832, time 21.97
Epoch 82, loss 0.39, acc 0.99 0.7858, time 21.95
Epoch 83, loss 0.38, acc 0.99 0.7851, time 22.03
Epoch 84, loss 0.36, acc 1.00 0.7884, time 22.11
Epoch 85, loss 0.36, acc 1.00 0.7884, time 22.55
Epoch 86, loss 0.33, acc 1.00 0.7843, time 22.01
Epoch 87, loss 0.35, acc 0.99 0.7895, time 22.01
Epoch 88, loss 0.29, acc 1.00 0.7873, time 22.63
Epoch 89, loss 0.28, acc 1.00 0.7876, time 21.99
Epoch 90, loss 0.38, acc 0.99 0.7806, time 22.06
Epoch 91, loss 0.35, acc 0.98 0.7884, time 21.99
Epoch 92, loss 0.33, acc 0.99 0.7884, time 21.93
Epoch 93, loss 0.39, acc 0.98 0.7880, time 21.92
Epoch 94, loss 0.26, acc 0.99 0.7825, time 22.02
Epoch 95, loss 0.31, acc 1.00 0.7880, time 21.99
Epoch 96, loss 0.35, acc 1.00 0.7865, time 22.10
Epoch 97, loss 0.37, acc 0.99 0.7843, time 21.92
Epoch 98, loss 0.36, acc 0.99 0.7854, time 22.14
Epoch 99, loss 0.33, acc 0.99 0.7851, time 21.96
Epoch 100, loss 0.35, acc 0.98 0.7817, time 22.08
Epoch 101, loss 0.37, acc 0.99 0.7843, time 22.02
Epoch 102, loss 0.34, acc 0.99 0.7843, time 22.01
Epoch 103, loss 0.31, acc 1.00 0.7876, time 21.96
Epoch 104, loss 0.35, acc 0.98 0.7865, time 21.89
Epoch 105, loss 0.29, acc 0.99 0.7836, time 21.95
Epoch 106, loss 0.28, acc 1.00 0.7869, time 22.01
Epoch 107, loss 0.29, acc 0.99 0.7814, time 22.08
Epoch 108, loss 0.26, acc 1.00 0.7851, time 22.06
Epoch 109, loss 0.29, acc 1.00 0.7836, time 22.05
Epoch 110, loss 0.27, acc 1.00 0.7836, time 22.00
Epoch 111, loss 0.34, acc 0.98 0.7865, time 21.88
Epoch 112, loss 0.27, acc 1.00 0.7854, time 22.00
Epoch 113, loss 0.26, acc 1.00 0.7836, time 21.95
Epoch 114, loss 0.26, acc 0.99 0.7847, time 22.12
Epoch 115, loss 0.30, acc 1.00 0.7858, time 21.97
Epoch 116, loss 0.24, acc 1.00 0.7832, time 22.06
Epoch 117, loss 0.28, acc 0.99 0.7876, time 21.95
Epoch 118, loss 0.27, acc 0.99 0.7876, time 21.92
Epoch 119, loss 0.24, acc 1.00 0.7843, time 21.93
Epoch 120, loss 0.26, acc 1.00 0.7858, time 22.02
Epoch 121, loss 0.27, acc 0.99 0.7810, time 22.12
Epoch 122, loss 0.26, acc 1.00 0.7806, time 21.95
Epoch 123, loss 0.35, acc 0.99 0.7865, time 21.99
Epoch 124, loss 0.22, acc 1.00 0.7858, time 22.03
Epoch 125, loss 0.25, acc 1.00 0.7880, time 21.89
Epoch 126, loss 0.24, acc 1.00 0.7836, time 22.05
Epoch 127, loss 0.29, acc 1.00 0.7814, time 21.95
Epoch 128, loss 0.23, acc 1.00 0.7873, time 21.98
Epoch 129, loss 0.22, acc 1.00 0.7865, time 22.08
Epoch 130, loss 0.23, acc 1.00 0.7851, time 21.96
Epoch 131, loss 0.24, acc 1.00 0.7843, time 21.92
Epoch 132, loss 0.24, acc 1.00 0.7854, time 21.52
Epoch 133, loss 0.25, acc 1.00 0.7825, time 21.22
Epoch 134, loss 0.22, acc 1.00 0.7862, time 21.26
Epoch 135, loss 0.31, acc 1.00 0.7836, time 21.25
Epoch 136, loss 0.31, acc 1.00 0.7869, time 21.28
Epoch 137, loss 0.25, acc 1.00 0.7777, time 21.28
Epoch 138, loss 0.30, acc 1.00 0.7854, time 21.35
Epoch 139, loss 0.25, acc 1.00 0.7840, time 21.29
Epoch 140, loss 0.23, acc 1.00 0.7836, time 21.33
Epoch 141, loss 0.28, acc 1.00 0.7821, time 21.23
Epoch 142, loss 0.21, acc 1.00 0.7825, time 21.28
Epoch 143, loss 0.27, acc 1.00 0.7817, time 21.25
Epoch 144, loss 0.26, acc 0.99 0.7843, time 21.29
Epoch 145, loss 0.34, acc 0.99 0.7843, time 21.27
Epoch 146, loss 0.24, acc 1.00 0.7828, time 21.29
Epoch 147, loss 0.23, acc 1.00 0.7828, time 21.22
Epoch 148, loss 0.20, acc 1.00 0.7865, time 21.30
Epoch 149, loss 0.22, acc 1.00 0.7799, time 21.26
Epoch 150, loss 0.27, acc 1.00 0.7799, time 21.34
Epoch 151, loss 0.22, acc 1.00 0.7832, time 21.27
Epoch 152, loss 0.20, acc 1.00 0.7847, time 21.33
Epoch 153, loss 0.27, acc 1.00 0.7828, time 21.25
Epoch 154, loss 0.24, acc 1.00 0.7806, time 21.23
Epoch 155, loss 0.20, acc 1.00 0.7799, time 21.37
Epoch 156, loss 0.20, acc 1.00 0.7803, time 21.26
Epoch 157, loss 0.21, acc 1.00 0.7847, time 21.32
Epoch 158, loss 0.24, acc 1.00 0.7773, time 21.25
Epoch 159, loss 0.22, acc 1.00 0.7817, time 21.28
Epoch 160, loss 0.18, acc 1.00 0.7821, time 21.33
Epoch 161, loss 0.24, acc 1.00 0.7825, time 21.25
Epoch 162, loss 0.22, acc 1.00 0.7825, time 21.20
Epoch 163, loss 0.26, acc 1.00 0.7828, time 21.35
Epoch 164, loss 0.19, acc 1.00 0.7858, time 21.28
Epoch 165, loss 0.22, acc 0.99 0.7784, time 21.24
Epoch 166, loss 0.18, acc 1.00 0.7821, time 21.29
Epoch 167, loss 0.20, acc 1.00 0.7792, time 21.22
Epoch 168, loss 0.23, acc 0.99 0.7858, time 21.31
Epoch 169, loss 0.23, acc 0.99 0.7854, time 21.31
Epoch 170, loss 0.24, acc 1.00 0.7851, time 21.30
Epoch 171, loss 0.19, acc 1.00 0.7814, time 21.28
Epoch 172, loss 0.19, acc 1.00 0.7814, time 21.19
Epoch 173, loss 0.18, acc 1.00 0.7865, time 21.28
Epoch 174, loss 0.20, acc 1.00 0.7851, time 21.24
Epoch 175, loss 0.23, acc 1.00 0.7840, time 21.24
Epoch 176, loss 0.22, acc 1.00 0.7803, time 21.24
Epoch 177, loss 0.18, acc 1.00 0.7865, time 21.22
Epoch 178, loss 0.25, acc 0.99 0.7814, time 21.29
Epoch 179, loss 0.17, acc 1.00 0.7843, time 21.30
Epoch 180, loss 0.23, acc 1.00 0.7803, time 21.25
Epoch 181, loss 0.18, acc 1.00 0.7788, time 21.23
Epoch 182, loss 0.25, acc 1.00 0.7869, time 21.30
Epoch 183, loss 0.18, acc 1.00 0.7858, time 21.28
Epoch 184, loss 0.16, acc 1.00 0.7843, time 21.31
Epoch 185, loss 0.21, acc 0.99 0.7851, time 21.27
Epoch 186, loss 0.23, acc 0.99 0.7873, time 21.26
Epoch 187, loss 0.21, acc 1.00 0.7825, time 21.28
Epoch 188, loss 0.19, acc 1.00 0.7898, time 21.24
Epoch 189, loss 0.22, acc 1.00 0.7847, time 23.63
Epoch 190, loss 0.17, acc 1.00 0.7817, time 21.32
Epoch 191, loss 0.14, acc 1.00 0.7921, time 21.27
Epoch 192, loss 0.19, acc 1.00 0.7821, time 22.11
Epoch 193, loss 0.19, acc 1.00 0.7854, time 21.26
Epoch 194, loss 0.15, acc 1.00 0.7847, time 21.28
Epoch 195, loss 0.18, acc 1.00 0.7821, time 21.28
Epoch 196, loss 0.19, acc 1.00 0.7825, time 21.31
Epoch 197, loss 0.19, acc 1.00 0.7825, time 21.34
Epoch 198, loss 0.15, acc 1.00 0.7814, time 21.31
Epoch 199, loss 0.14, acc 1.00 0.7854, time 21.29
Epoch 200, loss 0.17, acc 1.00 0.7884, time 21.32
Done training, best_step: 15280, best_acc: 0.7921
duration: 1.21 hours

<<< The official score is (9+1)-way evaluation with directionality taken 
into account: macro-averaged F1 = 83.55% >>>



$ mtl + 3cnn + l2_loss

Epoch 1, loss 7.26, acc 0.27 0.3927, time 20.24
Epoch 2, loss 6.35, acc 0.34 0.5120, time 37.76
Epoch 3, loss 5.32, acc 0.44 0.5716, time 25.02
Epoch 4, loss 4.33, acc 0.48 0.6172, time 24.61
Epoch 5, loss 3.72, acc 0.49 0.6367, time 27.86
Epoch 6, loss 3.29, acc 0.56 0.6393, time 25.04
Epoch 7, loss 2.74, acc 0.50 0.6691, time 24.86
Epoch 8, loss 2.97, acc 0.63 0.6717, time 24.98
Epoch 9, loss 2.35, acc 0.69 0.6901, time 25.15
Epoch 10, loss 2.48, acc 0.65 0.7019, time 27.52
Epoch 11, loss 2.58, acc 0.57 0.7019, time 25.00
Epoch 12, loss 2.22, acc 0.64 0.7210, time 22.12
Epoch 13, loss 2.03, acc 0.75 0.7188, time 25.33
Epoch 14, loss 1.85, acc 0.78 0.7229, time 22.11
Epoch 15, loss 1.79, acc 0.77 0.7302, time 23.89
Epoch 16, loss 1.86, acc 0.75 0.7350, time 27.16
Epoch 17, loss 1.94, acc 0.69 0.7405, time 25.08
Epoch 18, loss 1.67, acc 0.78 0.7420, time 25.09
Epoch 19, loss 1.53, acc 0.83 0.7457, time 25.13
Epoch 20, loss 1.94, acc 0.68 0.7545, time 26.45
Epoch 21, loss 1.30, acc 0.87 0.7556, time 23.96
Epoch 22, loss 1.53, acc 0.82 0.7575, time 24.22
Epoch 23, loss 1.42, acc 0.79 0.7611, time 23.78
Epoch 24, loss 1.30, acc 0.82 0.7589, time 24.79
Epoch 25, loss 1.41, acc 0.83 0.7604, time 22.08
Epoch 26, loss 1.24, acc 0.87 0.7626, time 22.06
Epoch 27, loss 1.15, acc 0.86 0.7656, time 23.74
Epoch 28, loss 1.21, acc 0.84 0.7656, time 23.74
Epoch 29, loss 1.12, acc 0.89 0.7644, time 21.92
Epoch 30, loss 1.05, acc 0.91 0.7659, time 21.87
Epoch 31, loss 0.87, acc 0.92 0.7622, time 23.74
Epoch 32, loss 0.86, acc 0.94 0.7667, time 21.94
Epoch 33, loss 0.89, acc 0.93 0.7696, time 26.40
Epoch 34, loss 0.92, acc 0.93 0.7711, time 24.97
Epoch 35, loss 1.09, acc 0.87 0.7692, time 23.44
Epoch 36, loss 0.79, acc 0.97 0.7733, time 21.90
Epoch 37, loss 0.80, acc 0.94 0.7748, time 24.61
Epoch 38, loss 0.87, acc 0.91 0.7707, time 26.82
Epoch 39, loss 0.72, acc 0.97 0.7696, time 21.78
Epoch 40, loss 0.96, acc 0.86 0.7736, time 21.90
Epoch 41, loss 0.77, acc 0.97 0.7755, time 21.94
Epoch 42, loss 0.72, acc 0.97 0.7700, time 24.06
Epoch 43, loss 0.68, acc 0.96 0.7652, time 21.94
Epoch 44, loss 0.78, acc 0.97 0.7718, time 21.99
Epoch 45, loss 0.75, acc 0.96 0.7733, time 21.92
Epoch 46, loss 0.77, acc 0.95 0.7759, time 21.91
Epoch 47, loss 0.64, acc 0.96 0.7718, time 24.61
Epoch 48, loss 0.60, acc 0.98 0.7748, time 21.75
Epoch 49, loss 0.62, acc 0.95 0.7799, time 21.89
Epoch 50, loss 0.62, acc 0.98 0.7770, time 24.84
Epoch 51, loss 0.60, acc 0.99 0.7766, time 21.86
Epoch 52, loss 0.59, acc 0.96 0.7736, time 21.87
Epoch 53, loss 0.52, acc 0.99 0.7766, time 21.80
Epoch 54, loss 0.63, acc 0.97 0.7810, time 21.76
Epoch 55, loss 0.58, acc 0.97 0.7795, time 23.59
Epoch 56, loss 0.54, acc 0.98 0.7733, time 21.80
Epoch 57, loss 0.56, acc 0.98 0.7751, time 21.73
Epoch 58, loss 0.58, acc 0.96 0.7799, time 21.76
Epoch 59, loss 0.60, acc 0.96 0.7729, time 21.75
Epoch 60, loss 0.56, acc 0.96 0.7832, time 21.84
Epoch 61, loss 0.45, acc 0.99 0.7851, time 24.74
Epoch 62, loss 0.47, acc 0.99 0.7795, time 23.61
Epoch 63, loss 0.46, acc 0.98 0.7751, time 21.75
Epoch 64, loss 0.55, acc 0.98 0.7825, time 21.75
Epoch 65, loss 0.50, acc 0.96 0.7832, time 21.84
Epoch 66, loss 0.51, acc 0.99 0.7814, time 21.77
Epoch 67, loss 0.49, acc 0.98 0.7843, time 21.74
Epoch 68, loss 0.46, acc 1.00 0.7825, time 21.75
Epoch 69, loss 0.59, acc 0.97 0.7803, time 21.83
Epoch 70, loss 0.49, acc 0.99 0.7781, time 21.72
Epoch 71, loss 0.47, acc 0.99 0.7832, time 21.77
Epoch 72, loss 0.42, acc 1.00 0.7832, time 21.74
Epoch 73, loss 0.54, acc 0.96 0.7843, time 21.71
Epoch 74, loss 0.42, acc 0.99 0.7817, time 21.74
Epoch 75, loss 0.41, acc 1.00 0.7851, time 21.80
Epoch 76, loss 0.35, acc 1.00 0.7806, time 21.76
Epoch 77, loss 0.34, acc 0.99 0.7847, time 21.75
Epoch 78, loss 0.32, acc 1.00 0.7795, time 21.77
Epoch 79, loss 0.45, acc 0.97 0.7847, time 21.66
Epoch 80, loss 0.36, acc 1.00 0.7843, time 21.70
Epoch 81, loss 0.45, acc 0.97 0.7862, time 21.76
Epoch 82, loss 0.37, acc 0.99 0.7865, time 24.45
Epoch 83, loss 0.38, acc 1.00 0.7843, time 25.45
Epoch 84, loss 0.32, acc 0.99 0.7851, time 21.72
Epoch 85, loss 0.35, acc 1.00 0.7858, time 21.79
Epoch 86, loss 0.34, acc 0.99 0.7847, time 21.74
Epoch 87, loss 0.33, acc 0.99 0.7865, time 21.75
Epoch 88, loss 0.34, acc 0.99 0.7817, time 21.69
Epoch 89, loss 0.35, acc 0.99 0.7884, time 21.72
Epoch 90, loss 0.33, acc 1.00 0.7851, time 24.34
Epoch 91, loss 0.30, acc 0.99 0.7810, time 21.71
Epoch 92, loss 0.31, acc 1.00 0.7836, time 21.78
Epoch 93, loss 0.36, acc 1.00 0.7862, time 21.81
Epoch 94, loss 0.33, acc 1.00 0.7843, time 21.71
Epoch 95, loss 0.31, acc 1.00 0.7851, time 21.84
Epoch 96, loss 0.33, acc 1.00 0.7828, time 21.80
Epoch 97, loss 0.30, acc 0.98 0.7843, time 21.68
Epoch 98, loss 0.37, acc 0.99 0.7806, time 21.68
Epoch 99, loss 0.35, acc 0.99 0.7840, time 21.81
Epoch 100, loss 0.31, acc 1.00 0.7814, time 21.65
Epoch 101, loss 0.28, acc 0.99 0.7836, time 21.76
Epoch 102, loss 0.29, acc 0.99 0.7869, time 21.70
Epoch 103, loss 0.27, acc 0.99 0.7817, time 21.72
Epoch 104, loss 0.33, acc 0.99 0.7810, time 21.69
Epoch 105, loss 0.28, acc 1.00 0.7799, time 21.66
Epoch 106, loss 0.32, acc 1.00 0.7843, time 21.73
Epoch 107, loss 0.28, acc 1.00 0.7858, time 21.66
Epoch 108, loss 0.36, acc 0.98 0.7832, time 21.63
Epoch 109, loss 0.32, acc 1.00 0.7836, time 21.69
Epoch 110, loss 0.39, acc 0.97 0.7810, time 21.74
Epoch 111, loss 0.30, acc 1.00 0.7832, time 21.69
Epoch 112, loss 0.26, acc 1.00 0.7840, time 21.74
Epoch 113, loss 0.35, acc 0.98 0.7851, time 21.66
Epoch 114, loss 0.28, acc 0.99 0.7810, time 21.82
Epoch 115, loss 0.28, acc 0.99 0.7799, time 21.75
Epoch 116, loss 0.33, acc 1.00 0.7817, time 21.70
Epoch 117, loss 0.22, acc 1.00 0.7854, time 21.75
Epoch 118, loss 0.28, acc 1.00 0.7832, time 21.68
Epoch 119, loss 0.35, acc 0.99 0.7854, time 21.66
Epoch 120, loss 0.28, acc 0.99 0.7825, time 21.69
Epoch 121, loss 0.31, acc 0.99 0.7847, time 21.73
Epoch 122, loss 0.25, acc 1.00 0.7788, time 21.65
Epoch 123, loss 0.28, acc 1.00 0.7865, time 21.73
Epoch 124, loss 0.25, acc 1.00 0.7843, time 21.72
Epoch 125, loss 0.25, acc 1.00 0.7806, time 21.72
Epoch 126, loss 0.23, acc 1.00 0.7851, time 21.74
Epoch 127, loss 0.23, acc 1.00 0.7876, time 21.74
Epoch 128, loss 0.29, acc 0.99 0.7869, time 21.65
Epoch 129, loss 0.22, acc 1.00 0.7862, time 21.72
Epoch 130, loss 0.28, acc 0.99 0.7817, time 21.75
Epoch 131, loss 0.23, acc 1.00 0.7840, time 21.68
Epoch 132, loss 0.27, acc 1.00 0.7840, time 21.71
Epoch 133, loss 0.29, acc 1.00 0.7836, time 21.68
Epoch 134, loss 0.21, acc 1.00 0.7847, time 21.70
Epoch 135, loss 0.24, acc 1.00 0.7817, time 21.75
Epoch 136, loss 0.37, acc 0.99 0.7832, time 21.70
Epoch 137, loss 0.23, acc 1.00 0.7803, time 21.67
Epoch 138, loss 0.21, acc 1.00 0.7884, time 21.67
Epoch 139, loss 0.23, acc 1.00 0.7825, time 21.68
Epoch 140, loss 0.27, acc 0.98 0.7843, time 21.74
Epoch 141, loss 0.29, acc 1.00 0.7862, time 21.75
Epoch 142, loss 0.25, acc 1.00 0.7806, time 21.70
Epoch 143, loss 0.21, acc 1.00 0.7843, time 21.78
Epoch 144, loss 0.26, acc 1.00 0.7854, time 21.68
Epoch 145, loss 0.24, acc 1.00 0.7788, time 21.73
Epoch 146, loss 0.20, acc 1.00 0.7851, time 21.71
Epoch 147, loss 0.21, acc 1.00 0.7792, time 21.64
Epoch 148, loss 0.23, acc 1.00 0.7814, time 21.74
Epoch 149, loss 0.23, acc 1.00 0.7803, time 21.79
Epoch 150, loss 0.22, acc 1.00 0.7840, time 21.80
Epoch 151, loss 0.19, acc 1.00 0.7821, time 21.70
Epoch 152, loss 0.21, acc 1.00 0.7862, time 21.70
Epoch 153, loss 0.21, acc 1.00 0.7810, time 21.61
Epoch 154, loss 0.26, acc 0.99 0.7843, time 21.73
Epoch 155, loss 0.21, acc 1.00 0.7851, time 21.73
Epoch 156, loss 0.20, acc 1.00 0.7832, time 21.66
Epoch 157, loss 0.23, acc 1.00 0.7854, time 21.68
Epoch 158, loss 0.26, acc 1.00 0.7921, time 21.79
Epoch 159, loss 0.21, acc 1.00 0.7891, time 24.29
Epoch 160, loss 0.22, acc 1.00 0.7909, time 21.68
Epoch 161, loss 0.24, acc 0.99 0.7840, time 21.62
Epoch 162, loss 0.18, acc 1.00 0.7898, time 21.66
Epoch 163, loss 0.19, acc 1.00 0.7840, time 21.74
Epoch 164, loss 0.18, acc 1.00 0.7869, time 21.67
Epoch 165, loss 0.19, acc 1.00 0.7880, time 21.71
Epoch 166, loss 0.20, acc 1.00 0.7876, time 21.63
Epoch 167, loss 0.20, acc 1.00 0.7869, time 21.59
Epoch 168, loss 0.24, acc 1.00 0.7858, time 21.70
Epoch 169, loss 0.21, acc 1.00 0.7887, time 21.70
Epoch 170, loss 0.24, acc 0.99 0.7865, time 21.62
Epoch 171, loss 0.22, acc 1.00 0.7869, time 21.60
Epoch 172, loss 0.25, acc 0.99 0.7840, time 21.69
Epoch 173, loss 0.20, acc 1.00 0.7854, time 21.65
Epoch 174, loss 0.20, acc 1.00 0.7865, time 21.59
Epoch 175, loss 0.20, acc 0.98 0.7851, time 21.76
Epoch 176, loss 0.18, acc 1.00 0.7884, time 21.78
Epoch 177, loss 0.19, acc 1.00 0.7884, time 21.65
Epoch 178, loss 0.17, acc 1.00 0.7817, time 21.68
Epoch 179, loss 0.16, acc 1.00 0.7869, time 21.76
Epoch 180, loss 0.18, acc 1.00 0.7832, time 21.75
Epoch 181, loss 0.21, acc 0.99 0.7884, time 21.73
Epoch 182, loss 0.19, acc 1.00 0.7876, time 21.67
Epoch 183, loss 0.19, acc 1.00 0.7880, time 21.69
Epoch 184, loss 0.20, acc 0.99 0.7880, time 21.67
Epoch 185, loss 0.22, acc 1.00 0.7887, time 21.76
Epoch 186, loss 0.20, acc 1.00 0.7858, time 21.62
Epoch 187, loss 0.18, acc 1.00 0.7851, time 21.69
Epoch 188, loss 0.21, acc 1.00 0.7924, time 21.79
Epoch 189, loss 0.16, acc 1.00 0.7851, time 24.53
Epoch 190, loss 0.20, acc 1.00 0.7921, time 21.71
Epoch 191, loss 0.17, acc 1.00 0.7865, time 21.76
Epoch 192, loss 0.18, acc 1.00 0.7906, time 21.77
Epoch 193, loss 0.17, acc 1.00 0.7869, time 21.80
Epoch 194, loss 0.17, acc 1.00 0.7898, time 21.73
Epoch 195, loss 0.16, acc 1.00 0.7906, time 21.79
Epoch 196, loss 0.24, acc 0.99 0.7880, time 21.69
Epoch 197, loss 0.15, acc 1.00 0.7902, time 21.73
Epoch 198, loss 0.19, acc 1.00 0.7909, time 21.73
Epoch 199, loss 0.20, acc 1.00 0.7873, time 21.77
Epoch 200, loss 0.20, acc 0.99 0.7917, time 21.77
Done training, best_step: 15040, best_acc: 0.7924
duration: 1.25 hours

<<< The official score is (9+1)-way evaluation with directionality taken 
into account: macro-averaged F1 = 83.56% >>







Epoch 1, loss 6.57, acc 0.24 0.2506, time 179.43
Epoch 2, loss 5.38, acc 0.35 0.4019, time 203.52
Epoch 3, loss 5.54, acc 0.33 0.4969, time 293.61
Epoch 4, loss 4.01, acc 0.43 0.5440, time 321.04
Epoch 5, loss 3.94, acc 0.45 0.6069, time 319.70
Epoch 6, loss 3.13, acc 0.53 0.6496, time 318.73
Epoch 7, loss 2.93, acc 0.58 0.6761, time 319.28
Epoch 8, loss 2.65, acc 0.53 0.6886, time 319.29
Epoch 9, loss 2.80, acc 0.54 0.6978, time 320.56
Epoch 10, loss 2.40, acc 0.61 0.7092, time 320.34
Epoch 11, loss 2.15, acc 0.65 0.7276, time 318.87
Epoch 12, loss 1.95, acc 0.67 0.7291, time 318.87
Epoch 13, loss 1.85, acc 0.64 0.7354, time 319.37
Epoch 14, loss 1.51, acc 0.73 0.7346, time 319.09
Epoch 15, loss 1.69, acc 0.64 0.7538, time 316.22
Epoch 16, loss 1.48, acc 0.71 0.7486, time 318.88
Epoch 17, loss 1.52, acc 0.69 0.7549, time 318.16
Epoch 18, loss 1.10, acc 0.82 0.7420, time 319.13
Epoch 19, loss 1.47, acc 0.73 0.7652, time 316.92
Epoch 20, loss 1.34, acc 0.76 0.7630, time 318.94
Epoch 21, loss 1.18, acc 0.80 0.7563, time 318.11
Epoch 22, loss 1.23, acc 0.76 0.7652, time 316.44
Epoch 23, loss 1.25, acc 0.78 0.7637, time 316.45
Epoch 24, loss 0.92, acc 0.85 0.7656, time 315.83
Epoch 25, loss 1.14, acc 0.78 0.7659, time 317.14
Epoch 26, loss 0.78, acc 0.88 0.7593, time 318.76
Epoch 27, loss 0.72, acc 0.91 0.7663, time 317.56
